timestamp,abs-latitude,abs-longitude,abs-altitude
1203.0946598449955,-0.0019797327620096894,0.00037598177080603977,0.20823264122009277
1203.5948827645043,-0.0020004524336485474,0.0003759753626884353,0.2086355984210968
1204.0943883444415,-0.002020921400514908,0.00037688421881199404,0.20883162319660187
1204.5907540061744,-0.0020400238962707817,0.0003780261659299139,0.2088947296142578
1205.0915945103625,-0.002059822855045468,0.00038074731995523447,0.20834705233573914
1205.591377954348,-0.002089189167648442,0.00038828802951127177,0.20838011801242828
1206.0916409766069,-0.0021214737438839393,0.0004063382232786661,0.20905475318431854
1206.5925081885653,-0.002144950756544972,0.00043347841753800797,0.20894251763820648
1207.0939368956024,-0.002158391080712363,0.00046685782238751886,0.20890365540981293
1207.5946669928962,-0.002162298044908084,0.0005027550348994366,0.20887263119220734
1208.0920755459229,-0.002163130894587084,0.0005387259236298013,0.20884399116039276
1208.5932573416503,-0.0021635103099839625,0.0005749911402858596,0.2088426947593689
1209.0950207702117,-0.002163716192171705,0.000611302207537398,0.20884288847446442
1209.5954050213331,-0.002163833799968984,0.000647514171708123,0.2088431566953659
1210.0923639653483,-0.002163903158418634,0.0006834786523208832,0.20884299278259277
1210.5918660365278,-0.002163950448263563,0.0007196273577477696,0.20884311199188232
1211.0921061768895,-0.0021639881430814967,0.0007558290415159205,0.20884306728839874
1211.595071985037,-0.0021640207662301236,0.0007922285887656125,0.2088431566953659
1212.0905415547313,-0.002164042149459533,0.0008280856049034659,0.20884303748607635
1212.5931752800243,-0.002164059831756049,0.0008644606162590145,0.20884303748607635
1213.0924149692291,-0.002164080803780166,0.000901567181061729,0.2084704488515854
1213.5928563555935,-0.0021641121932702845,0.0009486333998781342,0.2082635760307312
1214.0935964559903,-0.002164148791507614,0.0010070330771722027,0.20858725905418396
1214.5953239364317,-0.0021641874458282473,0.0010689383032079878,0.20840659737586975
1215.0921044986462,-0.0021642308976481672,0.0011375721212644727,0.20860283076763153
1215.5922741481336,-0.0021642772280046074,0.0012081844370643324,0.20893019437789917
1216.0939385929378,-0.0021643139633056308,0.0012722521800495668,0.20950523018836975
1216.59379112639,-0.0021643386362768524,0.001321372217692206,0.20961028337478638
1217.0918615317205,-0.0021643590600035623,0.001357584181862931,0.20898719131946564
1217.5919466299238,-0.002164379209588674,0.0013939310249154267,0.20888751745224
1218.0947589018615,-0.0021644003187049066,0.001428917153883228,0.2089817374944687
1218.5947195735062,-0.002164418275114599,0.0014613127584744156,0.20896941423416138
1219.0937485202448,-0.002164434723781028,0.0014931717260512406,0.2084396630525589
1219.594179516309,-0.0021644599450212354,0.0015349030327558946,0.20862995088100433
1220.0933969902107,-0.002164487770642154,0.0015779621562570063,0.20898672938346863
1220.5941647995496,-0.002164778226287467,0.0016136835396169,0.20959240198135376
1221.092933353153,-0.0021652953990809465,0.0016344033483247106,0.20946070551872253
1221.5905665728496,-0.0021665539944848433,0.0016527832003346444,0.20895344018936157
1222.0924468511948,-0.002172183680016815,0.0016715446608881251,0.2083652764558792
1222.5937275231117,-0.00219094952684884,0.00169419567748747,0.20866455137729645
1223.0932920045452,-0.002225640950925367,0.0017040118170812278,0.20911860466003418
1223.5953803105513,-0.0022619219993771367,0.0017044035689553145,0.20887446403503418
1224.0918626660714,-0.002300473646059231,0.0017042344220649635,0.2083839327096939
1224.590702384361,-0.0023485132818876764,0.001704099269039124,0.2083883285522461
1225.095540562761,-0.0023978433138296396,0.001704022645771939,0.20901557803153992
1225.59183207585,-0.0024430005989302117,0.0017039742593438242,0.20902076363563538
1226.0950978529872,-0.00248571882426063,0.0017039375240386265,0.20900286734104156
1226.5928555807332,-0.0025250398562661758,0.0017039068199029388,0.2090645581483841
1227.0923771566013,-0.0025613469484113693,0.0017038865332418595,0.2088831663131714
1227.5935389137594,-0.0025949438522587798,0.0017038665207248487,0.20886898040771484
1228.0921298278263,-0.0026290890442624004,0.0017021995877154832,0.20864985883235931
1228.594406174845,-0.002664231024084529,0.001697644409870961,0.20789466798305511
1229.0950120043708,-0.0026946081058696336,0.0016798261419856363,0.2079790085554123
1229.5911200431874,-0.002711725387356978,0.0016491442119675173,0.20830760896205902
1230.0915921995183,-0.002715841934687546,0.001613261631895263,0.2089862823486328
1230.5913529813988,-0.0027167548344380066,0.0015771035370340258,0.2088577151298523
1231.0925154288998,-0.0027171633091001013,0.0015408375664817788,0.20884479582309723
1231.5952625613427,-0.0027173878330870593,0.0015044550847003596,0.2088434100151062
1232.0937090216903,-0.002717525727561565,0.0014683830710766753,0.2088431864976883
1232.5952591000823,-0.002717622500412631,0.0014320866705328093,0.20884306728839874
1233.0933263608022,-0.002717696519312085,0.0013960367255066504,0.20883716642856598
1233.5950812347,-0.002717768345064542,0.001355563191788917,0.20833754539489746
1234.0911461490905,-0.0027178456536773865,0.0013060445486704753,0.208445206284523
1234.5910546848318,-0.0027179117223994353,0.001246884121585931,0.20833908021450043
1235.094880782417,-0.0027179237847576587,0.0011789306605717934,0.20841731131076813
1235.5923975514015,-0.0027179029497830243,0.0011085459528849219,0.20905353128910065
1236.0944875947898,-0.002717874164673617,0.001042579076864184,0.209091454744339
1236.5936579013942,-0.002717853055571595,0.0009814298030976737,0.2090740203857422
1237.09427010722,-0.002717837429358383,0.0009242700108900468,0.20905932784080505
1237.590672936174,-0.0027178209807203757,0.0008714290843397745,0.2090451717376709
1238.09319331625,-0.0027178034355017644,0.0008215647455507779,0.20903198421001434
1238.594375346438,-0.0027177869868495463,0.0007752228838997366,0.20901942253112793
1239.095100781531,-0.002717770264069941,0.0007320736355360595,0.20900790393352509
1239.592900551972,-0.0027177546378567286,0.0006920847885316813,0.20899592339992523
1240.093186742044,-0.00271774367209332,0.0006560491675331089,0.20945823192596436
1240.593731493107,-0.0027177294165880994,0.00062410583211916,0.20843124389648438
1241.0919244767865,-0.0027177124196668956,0.0005814871210643185,0.20840449631214142
1241.591273953556,-0.0027176951485898826,0.0005377224878025617,0.20912329852581024
1242.0923239755211,-0.002717678151654468,0.0004971761345665956,0.20884688198566437
1242.5925168398535,-0.002717661154733264,0.00045747863417116457,0.20891502499580383
1243.0929357762216,-0.0027173612411104386,0.0004224794833601029,0.20924422144889832
1243.5920907653635,-0.0027170001933853882,0.0003945115453535111,0.20909053087234497
1244.0911195195513,-0.002718386539939388,0.0003772599675260737,0.20923484861850739
1244.5922412847867,-0.002731223061786636,0.00036096045778101444,0.20828711986541748
1245.093871551915,-0.002734872741768868,0.0003316961267418327,0.20849883556365967
1245.5911359976744,-0.002726844432729081,0.0002954862529196311,0.2090568095445633
1246.0971456215484,-0.0027221771299679176,0.0002591755968841957,0.20888954401016235
1246.5928284464171,-0.0027200736225410083,0.00022338115413000938,0.20885276794433594
1247.0961327975383,-0.00271898225499001,0.00018698337168275933,0.20884399116039276
1247.5939606315224,-0.002718447948197422,0.0001509632226900609,0.20884288847446442
1248.0915965038585,-0.0027181880596316432,0.00011548797786879512,0.20910117030143738
1248.5910087834345,-0.0027180666138093557,8.286654710106523e-05,0.20883303880691528
1249.0918643999612,-0.0027168296757764665,5.194214522123619e-05,0.20883387327194214
1249.5937820601976,-0.0027139114121581542,2.058077054649822e-05,0.20749850571155548
1250.0930444042897,-0.0026992293524443767,-1.1508357039078987e-05,0.20749332010746002
1250.593235536362,-0.002668896133712906,-2.827855822861465e-05,0.20782072842121124
1251.0909262452042,-0.002633018625331829,-3.032605460726529e-05,0.20889174938201904
1251.594186676317,-0.0025965898132369603,-3.0417128265318245e-05,0.20885954797267914
1252.0934338740772,-0.002560458721603709,-3.0446453113660582e-05,0.2088444083929062
1252.59315484541,-0.002524294458538634,-3.048302136231651e-05,0.20884330570697784
1253.0943252566503,-0.0024880251982892787,-3.05292767486479e-05,0.20884299278259277
1253.594220766914,-0.0024518483245969946,-3.058241786295333e-05,0.20884311199188232
1254.0906663030619,-0.0024159200995939045,-3.063616295090999e-05,0.20884311199188232
1254.5917336001294,-0.002379657967068738,-3.0690402783240516e-05,0.20884311199188232
1255.0933791833231,-0.0023433538905237583,-3.074469187583338e-05,0.20884311199188232
